URL,Compnay Name,Series,Description,Contact Name,Product page,CA Section 01350,CDPH Standard Method V1.2-2017,Environmental Product Declaration (EPD),Green Squared Certificate,LEED PC 112 - Certified Multi-Attribute Products and Materials Compliant,NAHB National Green Building Standard - 611.2 Sustainable Products,IgCC 2015 - 505.3.2 Multi-Attribute Standard Compliant,UL GREENGUARD Certificate,UL GREENGUARD GOLD Certificate,"Green Building Codes, Standards & Rating Systems Guide",Tile Lifecycle Cost Comparison,The Natural Choice Informative Brochure
https://greensquaredcertified.ecomedes.com/products/interceramic/provenzal-rectificado,Interceramic,Provenzal Rectificado,"Interceramic has been an industry leader in manufacturing innovative ceramic and porcelain tile in North and Central America for over 40 years. The Interceramic brand was founded in Mexico, and has been crafted to become one of the strongest and most well known brands in Central America. In 1994 Interceramic entered the United States market, further cementing global recognition as a leading manufacturer of quality products, with unparalleled service.",,https://www.Interceramic.com,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-02759,Certified by ,SCS Global Services,valid 2017-09-11 to 2023-04-30",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/interceramic/slate,Interceramic,Slate,"Interceramic has been an industry leader in manufacturing innovative ceramic and porcelain tile in North and Central America for over 40 years. The Interceramic brand was founded in Mexico, and has been crafted to become one of the strongest and most well known brands in Central America. In 1994 Interceramic entered the United States market, further cementing global recognition as a leading manufacturer of quality products, with unparalleled service.",,https://interceramicusa.com/product/slate-ledger-panels/,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-02759,Certified by ,SCS Global Services,valid 2012-04-15 to 2023-04-30",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/interceramic/thassos-travertine-rectificado,Interceramic,Thassos Travertine Rectificado,"Interceramic has been an industry leader in manufacturing innovative ceramic and porcelain tile in North and Central America for over 40 years. The Interceramic brand was founded in Mexico, and has been crafted to become one of the strongest and most well known brands in Central America. In 1994 Interceramic entered the United States market, further cementing global recognition as a leading manufacturer of quality products, with unparalleled service.",,https://www.Interceramic.com,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-02759,Certified by ,SCS Global Services,valid 2012-04-15 to 2023-04-30",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/interceramic/urban-rectificado,Interceramic,Urban Rectificado,"The Interceramic Urban Collection offers glazed porcelain tile able to fulfill your greatest design dreams through fabulous textures, colors and styles you’ll love! This series is meant to bring out the ""wow"" effect of users entering your interior and exterior spaces. Outlining the trendiest themes at the moment, these tiles can be utilized inside any preference in design concepts and ideas, especially focusing on the glamour of each fashion, and eclectically combining your favorite features of each trend.",,https://www.Interceramic.com,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-02759,Certified by ,SCS Global Services,valid 2017-09-11 to 2023-04-30",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/interceramic/wood-trails,Interceramic,Wood Trails,"WOOD TRAILS ceramic tile by Interceramic® is fresh take on the timeless surface that is a rich wood-look tile and comes in four colors; Appalachian Brown, Batona Gray, Glacier White & Pinell Beige. WOOD TRAILS tile comes in 6""x20"" and is a Durabody glazed ceramic floor tile.",,https://www.Interceramic.com,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-02759,Certified by ,SCS Global Services,valid 2017-09-11 to 2023-04-30",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/alerce,Manufacturas Vitromex S.A. de C.V.,Alerce,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2019-11-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/avellano,Manufacturas Vitromex S.A. de C.V.,Avellano,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2016-02-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/belleza-2,Manufacturas Vitromex S.A. de C.V.,Belleza,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2016-02-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/canyon-stone,Manufacturas Vitromex S.A. de C.V.,Canyon Stone,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-02863,Certified by ,SCS Global Services,valid 2012-10-23 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/chicago-2,Manufacturas Vitromex S.A. de C.V.,Chicago,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2019-11-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/dafni,Manufacturas Vitromex S.A. de C.V.,Dafni,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2014-02-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/frutal,Manufacturas Vitromex S.A. de C.V.,Frutal,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2019-11-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/janeiro,Manufacturas Vitromex S.A. de C.V.,Janeiro,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2014-02-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/londra,Manufacturas Vitromex S.A. de C.V.,Londra,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2014-02-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/mikonos,Manufacturas Vitromex S.A. de C.V.,Mikonos,"Produced with the highest technology available, Mikonos porcelain tile is inspired by traditional scabos and rapolano stone. The collection, available in three gorgeous colors (Caramel, Coral Sand, and Multicolor) offer a high degree of variation and an irregular edge to mimic the appearance of stone, while providing the durability, reliability and ease of maintenance of porcelain. Offering multiple tile face variations, Mikonos offers a rich, stylish look for any residential, commercial or institutional floor or wall application.",,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-02863,Certified by ,SCS Global Services,valid 2012-10-23 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/nolan,Manufacturas Vitromex S.A. de C.V.,Nolan,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2019-11-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/p%C3%B3rtico,Manufacturas Vitromex S.A. de C.V.,Pórtico,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2014-02-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/sari,Manufacturas Vitromex S.A. de C.V.,Sari,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2014-02-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/takoma,Manufacturas Vitromex S.A. de C.V.,Takoma,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-02863,Certified by ,SCS Global Services,valid 2014-02-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/vallarta,Manufacturas Vitromex S.A. de C.V.,Vallarta,,,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-03271,Certified by ,SCS Global Services,valid 2014-02-01 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/manufacturas-vitromex-sa-de-cv/volkan,Manufacturas Vitromex S.A. de C.V.,Volkan,"Drawing upon the beauty of traditional Indian slate and multicolor quartzite stone, Volkan porcelain tile collection offers a high degree of variation and an irregular edge to mimic the appearance of natural stone, while providing the durability, reliability and ease of maintenance of porcelain tile. Select Multicolor, with its tones of browns, grays, and rust; or Terra with its shades of earthen tones. With multiple tile face variations, Volkan offers a rich, stylish look for any floor or wall application.",,https://www.vitromex.com/index.php,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-02863,Certified by ,SCS Global Services,valid 2012-10-23 to 2025-10-31",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/crossville-inc/classic-grooves,Crossville Inc.,Classic Grooves,,,https://www.crossvilleinc.com,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","SCS-GS-02753,Certified by ,SCS Global Services,valid 2022-03-15 to 2025-04-30",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/revestimientos-porcelanite-sa-de-cv/duratile-san-luis-potos%C3%AD,Revestimientos Porcelanite SA de CV,Duratile (San Luis Potosí),Duratile,,,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","63950-4230,ANSI A138.1-2011 GREEN SQUARED American Standard Specifications for Sustainable Ceramic Tiles, Glass Tiles and Tile Installation Materials,Certified by ,UL Environment,valid until 2023-11-04",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/american-wonder-porcelain/ethan-stone,American Wonder Porcelain,Ethan Stone,"Ethan Stone is a series capturing the beauty of travertine natural stone. This series is offered in three colors: White, Beige and Gray, in a single 12""x24"" field tile size, a 2""x2"" mosaic and a 4""x12"" cove base.",,,,,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","165483-4420,ANSI A138.1-2011 GREEN SQUARED American Standard Specifications for Sustainable Ceramic Tiles, Glass Tiles and Tile Installation Materials,Certified by ,UL Environment,valid until 2025-02-28",Yes,Yes,Yes,,,https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/florida-tile/bakersfield,Florida Tile,Bakersfield,Bakersfield,,,Yes,Yes,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","Yes,ANSI A138.1-2011 GREEN SQUARED American Standard Specifications for Sustainable Ceramic Tiles, Glass Tiles and Tile Installation Materials,Certified by ,UL Environment",Yes,Yes,Yes,"90815-410,UL 2818 - 2013 Standard for Chemical Emissions for Building Materials, Finishes and Furnishings,Certified by ,UL Environment,valid until 2022-11-08","90815-420,UL 2818 - 2013 Gold Standard for Chemical Emissions for Building Materials, Finishes and Furnishings,Certified by ,UL Environment,valid until 2022-11-08",https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/florida-tile/quest-thicker,Florida Tile,Quest THICKER,Refer to floridatile.com,,,Yes,Yes,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","Yes,ANSI A138.1-2011 GREEN SQUARED American Standard Specifications for Sustainable Ceramic Tiles, Glass Tiles and Tile Installation Materials,Certified by ,UL Environment",Yes,Yes,Yes,"102450-410,UL 2818 - 2013 Standard for Chemical Emissions for Building Materials, Finishes and Furnishings,Certified by ,UL Environment,valid until 2022-11-08","102450-420,UL 2818 - 2013 Gold Standard for Chemical Emissions for Building Materials, Finishes and Furnishings,Certified by ,UL Environment,valid until 2022-11-08",https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
https://greensquaredcertified.ecomedes.com/products/florida-tile/span-thicker,Florida Tile,Span THICKER,Refer to floridatile.com,,,Yes,Yes,"Industry Wide (4789101745.101.1),Certified by ,UL Environment,valid 2020-04-01 to 2025-04-01","Yes,ANSI A138.1-2011 GREEN SQUARED American Standard Specifications for Sustainable Ceramic Tiles, Glass Tiles and Tile Installation Materials,Certified by ,UL Environment",Yes,Yes,Yes,"102452-410,UL 2818 - 2013 Standard for Chemical Emissions for Building Materials, Finishes and Furnishings,Certified by ,UL Environment,valid until 2022-11-08","102452-420,UL 2818 - 2013 Gold Standard for Chemical Emissions for Building Materials, Finishes and Furnishings,Certified by ,UL Environment,valid until 2022-11-08",https://whytile.com/library/tile-green-building-credits-requirements/,https://whytile.com/library/life-cycle-cost-study/,https://whytile.com/library/tcna-tile-natural-choice/
